,l,hex,y,rgb,r,g,b,hsv,hue,sat,val
106,0.553594771,#B88162,1,"(184, 129, 98)",0.7215686274509804,0.5058823529411764,0.3843137254901961,"(0.060077519379844936, 0.46739130434782605, 0.7215686274509804)",0.060077519379844936,0.46739130434782605,0.7215686274509804
107,0.58583878,#BB8A6F,1,"(187, 138, 111)",0.7333333333333333,0.5411764705882353,0.43529411764705883,"(0.059210526315789457, 0.4064171122994652, 0.7333333333333333)",0.059210526315789457,0.4064171122994652,0.7333333333333333
108,0.624362745,#C69477,1,"(198, 148, 119)",0.7764705882352941,0.5803921568627451,0.4666666666666667,"(0.06118143459915613, 0.398989898989899, 0.7764705882352941)",0.06118143459915613,0.398989898989899,0.7764705882352941
109,0.634238311,#CAA378,1,"(202, 163, 120)",0.792156862745098,0.6392156862745098,0.47058823529411764,"(0.08739837398373983, 0.4059405940594059, 0.792156862745098)",0.08739837398373983,0.4059405940594059,0.792156862745098
110,0.620602718,#C39A78,1,"(195, 154, 120)",0.7647058823529411,0.6039215686274509,0.47058823529411764,"(0.07555555555555554, 0.3846153846153846, 0.7647058823529411)",0.07555555555555554,0.3846153846153846,0.7647058823529411
111,0.639433551,#C99C7C,2,"(201, 156, 124)",0.788235294117647,0.611764705882353,0.48627450980392156,"(0.0692640692640693, 0.38308457711442784, 0.788235294117647)",0.0692640692640693,0.38308457711442784,0.788235294117647
112,0.657796452,#C19E8D,1,"(193, 158, 141)",0.7568627450980392,0.6196078431372549,0.5529411764705883,"(0.054487179487179495, 0.26943005181347146, 0.7568627450980392)",0.054487179487179495,0.26943005181347146,0.7568627450980392
113,0.623227753,#CE966F,1,"(206, 150, 111)",0.807843137254902,0.5882352941176471,0.43529411764705883,"(0.06842105263157895, 0.46116504854368934, 0.807843137254902)",0.06842105263157895,0.46116504854368934,0.807843137254902
114,0.416404062,#925841,1,"(146, 88, 65)",0.5725490196078431,0.34509803921568627,0.2549019607843137,"(0.04732510288065844, 0.5547945205479452, 0.5725490196078431)",0.04732510288065844,0.5547945205479452,0.5725490196078431
115,0.683453159,#D4A687,3,"(212, 166, 135)",0.8313725490196079,0.6509803921568628,0.5294117647058824,"(0.0670995670995671, 0.36320754716981135, 0.8313725490196079)",0.0670995670995671,0.36320754716981135,0.8313725490196079
116,0.720754228,#DDAA91,3,"(221, 170, 145)",0.8666666666666667,0.6666666666666666,0.5686274509803921,"(0.054824561403508755, 0.3438914027149322, 0.8666666666666667)",0.054824561403508755,0.3438914027149322,0.8666666666666667
117,0.609150327,#D09466,4,"(208, 148, 102)",0.8156862745098039,0.5803921568627451,0.4,"(0.07232704402515726, 0.5096153846153846, 0.8156862745098039)",0.07232704402515726,0.5096153846153846,0.8156862745098039
118,0.65321267,#CEA57E,4,"(206, 165, 126)",0.807843137254902,0.6470588235294118,0.49411764705882355,"(0.08125, 0.3883495145631068, 0.807843137254902)",0.08125,0.3883495145631068,0.807843137254902
119,0.674379085,#DB997C,1,"(219, 153, 124)",0.8588235294117647,0.6,0.48627450980392156,"(0.05087719298245613, 0.4337899543378995, 0.8588235294117647)",0.05087719298245613,0.4337899543378995,0.8588235294117647
120,0.621746881,#DB8861,1,"(219, 136, 97)",0.8588235294117647,0.5333333333333333,0.3803921568627451,"(0.05327868852459017, 0.5570776255707762, 0.8588235294117647)",0.05327868852459017,0.5570776255707762,0.8588235294117647
121,0.727591036,#CEAFA4,4,"(206, 175, 164)",0.807843137254902,0.6862745098039216,0.6431372549019608,"(0.04365079365079363, 0.20388349514563103, 0.807843137254902)",0.04365079365079363,0.20388349514563103,0.807843137254902
122,0.598039216,#C6876A,1,"(198, 135, 106)",0.7764705882352941,0.5294117647058824,0.41568627450980394,"(0.05253623188405796, 0.46464646464646464, 0.7764705882352941)",0.05253623188405796,0.46464646464646464,0.7764705882352941
